Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
ELEC,Hotel Palomar Dallas,5300 East Mockingbird Lane,,Dallas,TX,75206,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,32.836404,-96.778226,2015-04-23,41502,2015-04-23 07:14:29 UTC,,,,,,,,,J1772
ELEC,Kenny Ross Nissan,22030 Route 19,Perry Highway,Zelienople,PA,16063,,724-452-7200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,GPS,40.747133,-80.113714,2015-01-06,47802,2015-02-10 18:49:41 UTC,P,,,2012-01-31,,,,,J1772
ELEC,Pauli Ford,2380 S US 27,,St. Johns,MI,48879,,989-224-6711,E,,Public,Dealership business hours,,,,,2,2,,,,,GPS,42.981825,-84.544564,2015-01-06,52545,2015-01-06 17:46:22 UTC,P,,,2013-04-01,,,,,NEMA520 J1772
E85,Fort Drum Service Plaza - Shell,"Mile Marker 184, Florida Tpk",,Okeechobee,FL,34972,,863-763-9383,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,27.600423,-80.821781,2015-01-06,48538,2015-01-06 17:43:42 UTC,SG,,,2012-06-15,,,,false,
CNG,Robinson Waste Services Inc,2719 N Fairfield Rd,,Layton,UT,84141,,,E,,Private,,,,Q,3000,,,,,,,GPS,41.099747,-111.950769,2015-01-06,36564,2015-01-06 17:47:34 UTC,P,,,2009-01-05,,HD,,,
LPG,INDOT - Petersburg Maintenance Unit,1120 N Vincennes Ave,,Petersburg,IN,47567,,,E,,Private,"Municipal fleets interested in fueling may contact Kellie Walsh (317-985-4380, kellie@greaterindiana.com) for arrangements",,,,,,,,,,,200-8,38.502472,-87.286432,2015-01-06,42815,2015-01-06 17:48:47 UTC,SG,,,,,,false,,
ELEC,350GREEN,253 E Foothill Blvd,,Arcadia,CA,91006,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,34.1514053,-118.0232671,2015-04-23,51649,2015-04-23 07:49:29 UTC,,,,,,,,,J1772
ELEC,Fenton Nissan,8800 NW Expy,,Oklahoma City,OK,73162,,405-495-4700,E,,Private,,,,,,,1,,,,,GPS,35.570933,-97.670511,2015-01-06,47056,2015-02-10 18:56:29 UTC,P,,,2012-01-31,,,,,J1772
CNG,Southwest Education Support Service Center,16644 S Elm Ave,Located in back corner of the bus yard.,Caruthers,CA,93609,,559-644-1000,E,,Public - Credit card at all times,5:30am-5:30pm M-F,A D M V,,Q,3000 3600,,,,,,,200-8,36.4932138,-119.7911581,2015-01-06,26821,2015-04-21 19:01:21 UTC,LG,,,2005-05-15,,HD,,,
ELEC,McDonald's - Charleston WV,1626 Washington Street East,,Charleston,WV,25301,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,38.339747,-81.615094,2015-04-23,40592,2015-04-23 07:14:33 UTC,,,,,,,,,J1772
ELEC,UDR,613-23 13th St,,San Diego,CA,92101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,32.7118031,-117.1526211,2015-04-23,55762,2015-04-23 07:48:54 UTC,,,,,,,,,J1772
E85,Anderson's,701 4th Ave W,,Spencer,IA,51301,,712-262-6650,E,,Public - Credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,,,,,,,,,,200-8,43.14428890000001,-95.15101489999999,2015-04-03,26519,2015-04-03 17:00:10 UTC,P,,,2007-03-15,,,,true,
CNG,City of Burlington,645 Pine St,,Burlington,VT,05401,,802-863-9094,E,,Public,7am-12pm M-F,Checks Cash,,Q,3600,,,,,,,200-8,44.4616767,-73.2153342,2015-02-03,35055,2015-02-03 18:17:50 UTC,LG,,,2007-09-15,,HD,,,
LPG,Oklahoma Liquefied Gas,19630 1/2 NE 23rd,,Harrah,OK,73045,,405-454-2611,E,,Public,8am-12pm and 1pm-5pm M-F,Checks Cash D M V,,,,,,,,,,200-8,35.493056,-97.1826934,2015-01-06,21033,2015-01-06 17:43:41 UTC,P,,,,,,true,,
ELEC,AAA - Mt Laurel,4010 Dearborn Cir,,Mt Laurel,NJ,08054,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,39.969427,-74.901964,2015-04-23,51812,2015-04-23 07:11:23 UTC,,,,,,,,,J1772
ELEC,City of Temecula - 6th Street Lot,28462 Front St,Mercedes Street,Temecula,CA,92590,,951-694-6411,E,,Public,24 hours daily,,,,,,2,,,,,GPS,33.49605,-117.152,2015-01-06,7236,2015-04-21 21:11:41 UTC,LG,,,2011-12-31,,,,,J1772
ELEC,Providence Medical Group - NE Glisan,5330 NE Glisan,,Portland,OR,97213,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,45.526275,-122.609298,2015-04-23,52070,2015-04-23 07:13:42 UTC,,,,,,,,,J1772
LPG,Bay-Tec Propane Service Co,4761 Highway 146,"0.5 mile south, junction of Highway 646",Bacliff,TX,77518,,281-559-2334,E,,Public,"8am-5pm M-F, 9am-3pm Sat",A Cash D M V,,,,,,,,,,200-8,29.4957249,-94.9933106,2015-01-06,34783,2015-01-06 17:49:04 UTC,P,,,,,,false,,
E85,Speedway #7136,710 Murfreesboro Pike,,Nashville,TN,37210,,615-742-6404,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,36.139588,-86.73194199999999,2015-03-04,53789,2015-03-04 14:26:17 UTC,P,,,2013-12-15,,,,false,
E85,Citgo,3820 Buford Dr,,Buford,GA,30519,,770-614-1791,E,,Public,6am-9pm daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,34.0858083,-83.99232959999999,2015-01-06,33004,2015-01-06 17:48:12 UTC,P,,,2008-06-01,,,,false,
ELEC,GRE CORP CAMPUS,12300 Elm Creek Blvd N,,Maple Grove,MN,55369,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,45.0949934,-93.4375024,2015-04-23,62025,2015-04-23 08:04:24 UTC,,,,,,,,,J1772
ELEC,Jim's Thriftway,660 Main Street Suite A,,Banks,OR,97106,,888-833-2148,E,,Public,24 hours daily,,,,,,,1,,AeroVironment Network,http://evsolutions.avinc.com/services/subscriber_network/,GPS,45.60994,-123.11393,2015-04-23,65885,2015-04-23 08:49:43 UTC,,,,,,,,,CHADEMO
ELEC,CARCHARGING,332 E 76th St,,New York,NY,10021,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.7708764,-73.955795,2015-04-23,56057,2015-04-23 07:51:20 UTC,,,,,,,,,J1772
ELEC,Westar Energy - Parsons Service Center,2605 Flynn Dr,,Parsons,KS,67357,,800-383-1183,E,,Private,Fleet use only,,,,,,1,,,,,GPS,37.373188999999996,-95.262514,2015-01-06,64540,2015-01-06 17:49:20 UTC,T,,,2013-12-01,,,,,J1772
LNG,Blu LNG - Blu Fuel Stop,1533 Brooks Rd,I-55 & Exit 5,Memphis,TN,38116,,801-977-7252,E,,Public - Credit card at all times,"24 hours daily; Also accepts EFS, TCH, Comdata, and T-Chek",A D M V Voyager Wright_Exp,,,,,,,,,,200-8,35.059881,-90.01333500000001,2015-02-03,60689,2015-02-03 18:11:35 UTC,P,,,2014-08-18,,HD,,,
ELEC,BELLEVUE,102nd Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,47.611866,-122.2038956,2015-04-23,42226,2015-04-23 07:45:33 UTC,,,,,,,,,J1772
ELEC,CITY HALL,401 Grove St,,Healdsburg,CA,95448,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.6121399,-122.8736522,2015-04-23,52727,2015-04-23 07:38:45 UTC,,,,,,,,,NEMA520 J1772
ELEC,City of Columbia Municipal Parking Garage,820 Washington St,,Columbia,SC,29201,,843-743-6736,E,,Public,24 hours daily,,,,,,2,,,,,200-8,34.0021318,-81.0406684,2015-01-06,38301,2015-01-06 17:49:49 UTC,LG,,,2011-03-15,,,,,J1772
LPG,Pueblo South - Colorado City KOA Kampground,9040 US Highway 25 S,Exit 74 East,Pueblo,CO,81004,,719-676-3376,E,,Public,8am-10pm; 8am-4:30,A Cash D M V,,,,,,,,,,200-8,37.958398,-104.796179,2015-01-06,60401,2015-01-06 17:44:35 UTC,P,,,1995-01-15,,,false,,
ELEC,Alhambra Nissan,726 E Main St,,Alhambra,CA,91801,,626-289-6161,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,34.098325,-118.11915,2015-01-06,39869,2015-02-10 18:55:54 UTC,P,,,2011-03-15,,,,,J1772
ELEC,Fry's Store #641 Phoenix,3511 W. Peoria Ave.,,Phoenix,AZ,85029,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.581832,-112.1351529,2015-04-23,52340,2015-04-23 07:13:56 UTC,,,,,,,,,J1772
ELEC,Old Farm Court Charger,115 Old Farm Ct,Located at the end of the cul de sac,Glen Burnie,MD,21060,,410-293-6417,E,,Public,24 hours daily,,,,,1,,,,,,200-8,39.160011,-76.59838,2015-01-06,50379,2015-01-06 17:49:00 UTC,P,,,2012-12-01,,,,,NEMA520
ELEC,Spruce Tree Ramp - Eaton,1600 University Ave W,,St. Paul,MN,55104,,651-646-7848,E,,Public,Garage business hours; pay lot,,,,,,1,,,,,200-8,44.9556128,-93.1673325,2015-01-06,52571,2015-03-23 19:25:12 UTC,LG,,,2013-06-15,,,,,J1772
ELEC,Florida Power & Light - Juno Beach Headquarters - AeroVironment,700 Universe Blvd,,Juno Beach,FL,33408,,,E,,Private,,,,,,,2,,,,,200-8,26.8595013,-80.0581897,2015-01-06,48077,2015-01-06 17:48:44 UTC,T,,,2011-09-01,,,,,J1772
ELEC,Liberty Station Lot G,2384 Truxtun Rd,,San Diego,CA,92101,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,10,,,Blink Network,http://www.blinknetwork.com/,GPS,32.738187,-117.215978,2015-04-23,52094,2015-04-23 07:10:02 UTC,,,,,,,,,J1772
E85,Get N Go #18,5304 E 57th St,At Marion Rd,Sioux Falls,SD,57106,,605-271-1866,E,,Public,6am-12am daily,A Checks Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,43.500542,-96.793978,2015-01-06,35111,2015-01-06 17:47:27 UTC,P,,,2009-06-15,,,,false,
ELEC,NRG eVgo - Brown's Fairfax Nissan,11010 Fairfax Blvd,,Fairfax,VA,22030,,877-455-3833,E,,Public - Card key at all times,Dealership business hours; eVgo network subscription and key fob required,,,,,,,1,,eVgo Network,https://www.evgonetwork.com/,GPS,38.85349,-77.324681,2015-01-06,64687,2015-04-20 18:06:24 UTC,P,,,2014-11-19,,,,,CHADEMO
ELEC,Lakewood City Hall,5050 Clark Ave,Located in front of Clark,Lakewood,CA,90712,,562-866-9771,E,,Public,24 hours daily,,,,,,2,,,,,200-8,33.8504112,-118.1328944,2015-03-04,65659,2015-03-04 14:15:26 UTC,P,,,2014-06-01,,,,,J1772
ELEC,Walgreens #3754,1399 W San Carlos St,,San Jose,CA,95126,,408-971-3098,E,,Public,24 hours daily,,,,,,,1,,,,200-8,37.3239226,-121.9133002,2015-03-04,65739,2015-03-04 01:16:28 UTC,P,,,2015-02-01,,,,,CHADEMO
LPG,Pennsylvania Turnpike Devault Maintenance Facility,Valley Hill Rd,,Malvern,PA,19355,,,E,,Private - Government only,,,,,,,,,,,,GPS,40.06567,-75.5904,2015-01-06,31851,2015-01-06 17:47:46 UTC,SG,,,,,,false,,
CNG,Clean N' Green,2712 Lowell Rd,,Gastonia,NC,28054,,800-331-3441,E,,Public - Credit card at all times,24 hours daily; Also accepts Clean N' Green card,FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,35.2786242,-81.1203361,2015-04-03,53761,2015-04-03 17:06:58 UTC,P,,,2014-10-20,,HD,,,
E85,Federal Prison Camp - Pensacola,110 Raby Ave,,Pensacola,FL,32509,,,E,,Private,DOJ fleet use only,,,,,,,,,,,200-6,30.46354,-87.3400322,2015-01-06,62666,2015-01-06 17:47:03 UTC,FG,12,Department of Justice,2014-06-30,,,,false,
ELEC,Boise Airport,3201 Airport Way,,Boise,ID,83705,,208-343-8761,E,,Public,24 hours daily,,,,,,4,,,,,200-8,43.5702496,-116.2214842,2015-02-03,53087,2015-02-03 18:09:53 UTC,LG,,,2013-12-10,,,,,J1772
ELEC,Suburban Nissan of Troy,1800 Maplelawn Dr,,Troy,MI,48084,,248-649-2300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,42.553489,-83.175205,2015-01-06,44299,2015-02-10 18:47:18 UTC,P,,,2011-11-30,,,,,J1772
E85,Gus Stop,E US Highway 18,E US Highway 18,Mission,SD,57555,,605-856-2166,E,,Public - Credit card after hours,7am-11pm daily,A Checks Cash D M V,,,,,,,,,,200-8,43.3058083,-100.6614175,2015-01-06,36871,2015-01-06 17:48:39 UTC,P,,,2010-04-30,,,,true,
ELEC,ATLANTIC STN,261 19th St NW,,Atlanta,GA,30363,,888-758-4389,E,,Public,24 hours daily,,,,,,12,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,33.7936999,-84.396186,2015-04-23,61516,2015-04-23 08:40:08 UTC,,,,,,,,,J1772
ELEC,Autofair Nissan,34 Portsmouth Ave,,Stratham,NH,03885,,603-772-4961,E,,Private,,,,,,,1,,,,,200-8,43.0009026,-70.9209557,2015-01-06,49897,2015-02-10 18:39:23 UTC,P,,,2012-10-25,,,,,J1772
LPG,Ferrellgas - Carioca Shell,2401 E Van Buren St,,Phoenix,AZ,85034,,,E,,,,,,,,,,,,,,200-8,33.45105,-112.03,2012-05-31,47435,2015-01-07 21:45:40 UTC,P,,,2012-12-01,,,false,,
E85,Cherokee Mental Health Motor Pool,1251 W Cedar Loop,,Cherokee,IA,51012,,712-225-2594 x2267,E,,Private - Government only,,,,,,,,,,,,200-8,42.7570969,-95.5720904,2015-04-03,36906,2015-04-03 16:59:46 UTC,SG,,,2005-11-30,,,,false,
ELEC,Smith Nissan,1219 US Highway 71,,Fort Smith,AR,72908,,479-648-1900,E,,Private,,,,,,,1,,,,,GPS,35.320472,-94.397408,2015-01-06,44388,2015-02-10 18:56:33 UTC,P,,,2011-11-30,,,,,J1772
ELEC,ENTERGY,650 N Garland Ave,,Fayetteville,AR,72701,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,36.0729332,-94.1751328,2015-04-23,40966,2015-04-23 08:01:49 UTC,,,,,,,,,NEMA520 J1772
LPG,Expo Propane,5790 Balboa Ave,Located at 76 Station,San Diego,CA,92111,,562-804-3400,E,,Public - Credit card at all times,24 hours daily; contact station for arrangements,GasCard M V,,,,,,,,,,200-8,32.82058,-117.178596,2015-02-03,52315,2015-02-03 18:07:45 UTC,P,,,,,,true,,
ELEC,THOMPSON BMW,700 N Easton Rd,,Doylestown,PA,18902,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.328096,-75.1300339,2015-04-23,61215,2015-04-23 08:31:04 UTC,,,,,,,,,J1772
E85,Meijer Gas #187,595 N Pine Rd,,Bay City,MI,48708,,989-891-1529,E,,Public,24 hours daily,A Checks Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,43.5805778,-83.83687019999999,2015-01-06,30766,2015-01-06 17:48:23 UTC,P,,,2007-04-12,,,,false,
ELEC,Capital Nissan of Wilmington,5406 Market St,,Wilmington,NC,28405,,910-392-4300,E,,Private,,,,,,,1,,,,,200-8,34.2459873,-77.8696872,2015-01-06,47045,2015-02-10 18:35:10 UTC,P,,,2012-01-31,,,,,J1772
ELEC,BMW OF DALLAS,6200 Lemmon Ave,,Dallas,TX,75209,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,32.8343843,-96.8285148,2015-04-23,60219,2015-04-23 08:31:13 UTC,,,,,,,,,J1772
LPG,Bunge's Tire and Auto,826 S McLean Blvd,,Elgin,IL,60123,,847-741-2799,E,,Public,7:30am-6pm M-F; 7:30pm-12pm Sat,A Checks Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.01249809999999,-88.3148271,2015-01-06,63540,2015-01-06 17:47:48 UTC,P,,,2014-09-30,,,true,,
E85,Granville BP - Fast N Fresh,514 S McCoy St,,Granville,IL,61326,,815-339-6377,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.260034,-89.2280449,2015-01-06,51631,2015-01-06 17:45:50 UTC,P,,,2011-09-15,,,,false,
ELEC,Holiday Inn Express Powell,7520 Conner Road,,Powell,TN,37849,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,36.051269,-83.998084,2015-04-23,64146,2015-04-23 07:10:19 UTC,,,,,,,,,J1772
E85,Brooks Cenex,701 Highway 59 S,,Brooks,MN,56715,,218-698-4271,E,,Public,"6am-10pm daily; Also accept Fleet One, Comdata, T-Chek, and EFS cards",A Cash D M V,,,,,,,,,,200-8,48.1192928,-96.1721388,2015-03-04,65803,2015-03-04 01:17:00 UTC,P,,,2015-02-15,,,,false,
LPG,Rocky Mountain Supply,700 N Montana St,North off I-15 ramp,Dillon,MT,59725,,406-683-2308,E,,Public,6am-10pm daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,45.228243,-112.627824,2015-04-03,15513,2015-04-03 17:05:22 UTC,P,,,,,,false,,
LPG,Wytheville KOA,231 KOA Rd,,Wytheville,VA,24382,,276-228-2601,E,,Public - Call ahead,24 hours daily,A Cash D M V,,,,,,,,,,200-8,36.933238,-81.0042103,2015-01-06,60892,2015-01-06 17:47:42 UTC,P,,,2012-08-28,,,false,,
E85,Lassus Bros Oil Inc,10225 Illinois Rd,SR 14 & S Scott Rd,Fort Wayne,IN,46814,,260-625-6736,E,,Public,24 hours daily,A Cash D M V Voyager,,,,,,,,,,200-8,41.073771,-85.277125,2015-01-06,39225,2015-01-06 17:43:39 UTC,P,,,2010-03-31,,,,false,
LNG,Clean Energy - Consolidated Disposal,2531 E 67th St,,Long Beach,CA,90805,,,E,,Private,,,,,,,,,,,,GPS,33.877062,-118.163119,2013-07-31,39198,2015-01-08 22:37:56 UTC,P,,,2011-03-15,,HD,,,
E85,Speedway #6884,6201 N Keystone Ave,,Indianapolis,IN,46220,,317-253-7383,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,39.8691286,-86.1216938,2015-03-04,60523,2015-03-04 14:14:07 UTC,P,,,2012-04-13,,,,false,
E85,Petro Serve USA - Farmers Union Oil Co - Moorhead,3902 Main Ave,,Fargo,ND,58103,,701-281-0417,E,,Public - Credit card after hours,6am-11pm daily,A Checks Cash D M PHH V Voyager Wright_Exp,,,,,,,,,,200-8,46.8755099,-96.8452973,2015-01-06,26842,2015-01-06 17:47:17 UTC,P,,,2005-10-15,,,,true,
ELEC,Marlborough Nissan,740 Boston Post Rd,,Marlborough,MA,01752,,508-481-3232,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-8,42.3508888,-71.5014955,2015-01-06,45896,2015-02-10 18:42:10 UTC,P,,,2012-01-31,,,,,J1772 CHADEMO
ELEC,Stars Recreation Center,155 Browns Valley Pkwy,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,3,,1 SP Inductive,,,GPS,38.36557,-121.967,2015-01-06,25514,2015-01-06 17:49:34 UTC,LG,,,2004-06-15,,,,,J1772
ELEC,The Ritz-Carlton,4012 Central Florida Pkwy,,Orlando,FL,32837,,407-393-4170,E,,Public,24 hours daily; hotel guest and visitor use only,,,,,,2,,,,,200-8,28.4101984,-81.4307912,2015-01-06,62284,2015-01-06 17:47:16 UTC,P,,,2014-06-20,,,,,J1772
ELEC,The Landing Garage - Renton,810 North 10th Pl,,Renton,WA,98057,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinknetwork.com/,GPS,47.498181,-122.204306,2015-04-23,43798,2015-04-23 07:13:19 UTC,,,,,,,,,J1772
ELEC,Metro-North Train Station - Cortlandt,2 Memorial Dr,,Croton On Hudson,NY,10520,,,P,2015-06-01,PLANNED - not yet accessible (Public),24 hours daily,,,,,4,,,,,,200-8,41.2458347,-73.9215421,2015-02-03,65283,2015-02-03 18:08:24 UTC,SG,,,,,,,,J1772
ELEC,Twin Peaks Webster,20931 Gulf Fwy,,Webster,TX,77598,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,29.525288,-95.126259,2015-04-23,41295,2015-04-23 07:11:12 UTC,,,,,,,,,J1772
ELEC,CBRE,1 Lincoln St,,Boston,MA,02111,,,E,,Private,,,,,,,2,,,,,GPS,42.3529541,-71.0579565,2015-03-04,46858,2015-03-04 01:20:56 UTC,P,,,2011-12-21,,,,,J1772
ELEC,North Seattle Community College,9600 College Way North,,Seattle,WA,98103,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinknetwork.com/,GPS,47.699998,-122.334284,2015-04-23,49489,2015-04-23 07:10:38 UTC,,,,,,,,,J1772
LPG,Hop's Propane & Performance,17017 Highway 6,"1 mile from Santa Fe High School, big American Flag, smiley face",Santa Fe,TX,77510,,409-927-4677,E,,Public,"9am-6pm M-F, 9am-4pm Sat",A Cash D M V,,,,,,,,,,200-8,29.396538,-95.159294,2015-01-06,22365,2015-01-06 17:45:50 UTC,P,,,,,,false,,
ELEC,Hollywood Rent-A-Car,5619 Hollywood Blvd,,Hollywood,CA,90028,,,E,,Private - Fleet customers only,,,,,,,1,,,,,GPS,34.10196,-118.312,2015-01-06,48827,2015-01-06 17:49:12 UTC,P,,,2012-07-15,,,,,J1772
CNG,City of Phoenix,400 W Southern Ave,,Phoenix,AZ,85041,,,E,,Private,,,,Q,3600,,,,,,,200-8,33.3927993,-112.0788711,2015-01-06,32054,2015-01-06 17:48:05 UTC,LG,,,1998-05-15,,LD,,,
CNG,Questar Gas - Evanston,38 Allegiance Cir,Exit 3 off I-80,Evanston,WY,82930,,800-323-5517,E,,Public - Credit card at all times,24 hours daily,M V GasCard Wright_Exp,,Q,3000,,,,,,,200-8,41.2616176,-110.992162,2015-04-03,35056,2015-04-03 17:10:10 UTC,T,,,2009-08-15,,HD,,,
E85,Baseview Petroleum Inc,15 N Raymond,,Northwood,ND,58267,,701-587-6035  701-594-4401,E,,Public - Credit card after hours,7am-7pm daily,A Checks Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,47.73623389999999,-97.5680436,2015-01-06,35975,2015-01-06 17:47:35 UTC,P,,,2010-08-01,,,,true,
CNG,Naval Base Kitsap Bremerton,Bldg 592,,Bremerton,WA,98314,,,E,,Private - Government only,,,,,,,,,,,,GPS,47.558564,-122.640403,2015-01-06,52438,2015-01-06 17:49:43 UTC,FG,14,Department of Navy,2013-06-30,,HD,,,
BD,Margo Leasing - Wil Fischer,3539 W Farm Rd 142,,Springfield,MO,65807,,,E,,Private,,,B20,,,,,,,,,200-8,37.194878,-93.35208,2015-01-06,42576,2015-01-06 17:46:44 UTC,P,,,2011-06-01,,,,,
ELEC,2200 Westlake,2200 Westlake Ave,,Seattle,WA,98121,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,3,,,Blink Network,http://www.blinknetwork.com/,GPS,47.617712,-122.337994,2015-04-23,45192,2015-04-23 07:10:12 UTC,,,,,,,,,J1772
ELEC,Dalton Utilities - N Hamilton Street,118 N. Hamilton Street,,Dalton,GA,30722,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,34.77248,-84.967258,2015-04-23,52904,2015-04-23 07:10:48 UTC,,,,,,,,,J1772
LPG,Carson Shell - U-Haul,1600 N Carson St,,Carson City,NV,89701,,775-883-1487,E,,Public,7am-8pm daily,A Cash D GasCard M V,,,,,,,,,,GPS,39.17435,-119.767175,2013-02-28,32596,2015-01-07 21:49:20 UTC,P,,,,,,false,,
E85,Corner Store #1481,2617 FM 1463,,Katy,TX,77494,,281-665-2228,E,,Public,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,29.7505977,-95.8516269,2015-04-03,63385,2015-04-03 17:13:07 UTC,P,,,2014-09-01,,,,false,
LPG,Synergy Gas Corp - A Cornerstone Partner,1390 E Center St,"North from Little Rock on Highway 67-167, 1st Beebe exit, right 1.5 miles through town, plant is past city limits next to tracks on right",Beebe,AR,72012,,501-882-5483,E,,Public - Call ahead,8am-5pm M-F; must have state permit,Cash D M V,,,,,,,,,,200-8,35.0812748,-91.8669767,2015-04-03,15034,2015-04-03 16:58:38 UTC,P,,,,,,false,,
ELEC,Benton KOA,1500 N Du Quoin St,,Benton,IL,62812,,618-439-4860,E,,Public,24 hours daily,,,,,1,,,,,,200-8,38.0157363,-88.92925890000001,2015-01-06,60875,2015-01-06 17:47:42 UTC,P,,,2014-01-01,,,,,NEMA520
LNG,Clean Energy - Ruther Glenn Flying J #682,24279 Rogers Clark Blvd,,Ruther Glen,VA,22546,,804-448-9047  866-809-4869,P,2014-12-31,PLANNED - not yet accessible (Public - Card key at all times),24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy,,,,,,,,,,200-8,37.9334236,-77.4722157,2015-01-06,43687,2015-01-06 17:48:56 UTC,P,,,,,HD,,,
